msg_id,original_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,content
06611b9bcca6dfd3,"Go kill yourself 

You should be ashamed of yourself. Twoofers like you are scumbags that deserve to die. You anti-scientific assholes are destroying America.",1,0,1,1,1,0,"Va te foutre en l'air. 

Tu devrais avoir honte de toi. Des deuxfleurs comme toi sont des vermines qui méritent de crever. Vous, les trous du cul anti-scientifiques, êtes en train de détruire l'Amérique."
3b2609a95a16468e,bitches like donner60 like to feed on souls-bitch,1,0,1,0,1,0,"des chiennes comme donner60 aiment se nourrir d'âmes, espèce de putain."
3326ed3c80453415,"Fat kid 

Whats it like been the fat guy in the office?

Hey

FAT GUY, LOSE F-CKING WEIGHT",1,0,1,0,1,0,"Gamin gros

C'est quoi d'être le gros mec au bureau ?

Eh

GROS MEC, PERDS DU PUTAIN DE POIDS"
84d7d0a1bd8fd4f7,"I will castrate you and roast your testicles. 

Then I will feed them to you.",1,0,1,1,1,0,"Je vais te castrer et faire rôtir tes testicules. 

Ensuite, je te les ferai manger."
76e5511fe778a066,"Keep.  21:13, 14 Dec 2004 (UTC)",0,0,0,0,0,0,"Conservez. 21:13, 14 décembre 2004 (UTC)"
519b4b594669539b,"Oh no! I'll have to refresh my IP address, that'll take a whole 2 minutes. Fags.",1,0,0,0,0,0,"Oh non ! Je vais devoir rafraîchir mon adresse IP, ça va prendre deux minutes. Fils de pute."
68deb5569b00287f,"Can I Eye
FUCK YOU YOU NEGRO SEE GROW  05:45, 14 Mar 2005 (UTC)",1,1,1,0,1,1,"Je peux voir  
VA TE FAIRE FOUTRE, ESPÈCE DE NOIR, VOIS COMME TU GRANDIS"
c596e2cb7087195f,LOL @ this loser editing his own bio to exclude Sanger. What a fucking faggot.,1,0,1,0,1,0,MDR @ ce loser qui édite sa propre bio pour exclure Sanger. Quel putain de pédé.
befad5bf66ad7a80,"WTF???? 

WHAT DID I DO??? FEMALE EJACULATION IS FUCKING GROSS!",1,1,1,0,1,0,"Mais qu'est-ce que c'est que ça???? 

Qu'est-ce que j'ai fait??? L'ÉJACULATION FÉMININE, C'EST PUTAIN DE DEGUEULASSE !"
d5262101c751e96b,"Fuck you 

Fuck off you stupid bitch (142.162.85.92  )",1,1,1,0,1,0,"Va te faire foutre, espèce de conne."
33a8b8310d5dba4d,"probably that you are a german... fucking germans, nothing changes",1,0,1,0,1,1,"C'est probablement que tu es allemand... putains d'allemands, rien ne change."
987abd429cd14540,"Hispanic
What the hell do Hispanics have to do with this? I'm erasing it.",0,0,0,0,0,0,Qu'est-ce que les Hispaniques ont à voir avec ça ? Je l'efface.
9937f01f95c1bc14,( ) oh no! blocked from wikipedia! my life is OVER!!!!!!!!! eat my fucking pussy you whore.,1,0,1,0,1,1,"Oh non ! Bloqué de Wikipedia ! Ma vie est TERMINÉE !!!!! Mange ma putain de chatte, espèce de salope."
7277c53d39c83d63,"eat shit, fucko 

suck my asshole, then die, horribly
I hope you get cancer",1,1,1,1,1,0,"Mange de la merde, espèce de con

Suce mon trou du cul, puis meurs, horriblement 
J'espère que tu choppes un cancer"
869bff4e1690f09f,"You must be killed by me 

I support 影武者 forever!!!",1,0,0,1,0,0,"Tu dois être tué par moi

Je soutiens 影武者 pour toujours !!!"
dcdb42c45b709a10,"lick my nuts 

you richard dawkins cock smoking asshole",1,1,1,0,1,0,"Lèche mes couilles

Espèce de connard qui fume la bite de Richard Dawkins."
034beefa865b5381,"i have a dick, its bigger than yours! hahaha",1,1,1,0,0,0,"J'ai une bite, elle est plus grosse que la tienne ! hahaha"
ce9204582479520c,Eat shit you fucking arse rapping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1,1,1,1,1,1,1,"Mange de la merde, espèce de putain de pédé juif arabe. JE VAIS TE TUER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1"
3c0e68a952c1442d,"There are lots of faggs in this world, and that's why this word is not an insult attack, so piss off!",1,0,1,0,1,0,"Il y a plein de pédés dans ce monde, et c'est pour ça que ce mot n'est pas une insulte, alors va te faire foutre !"
feb929a23a445004,Oppose I Think he should be referred to as a nigger.,1,0,0,0,0,1,Je pense qu'on devrait l'appeler un nègre.
814d06e122f9d7ee,youre pretty ugly for a gay anime fan,1,0,0,0,0,0,tu es vraiment laid pour un fan d'anime gay
5b80d764fd7c48f1,NLIGGERS GOT WHAT THEY HAD COMIN THE FUCK JUNGLE BUNNIES,1,0,1,0,1,1,"Les nègres ont eu ce qu'ils méritaient, ces putains de lapins de la jungle."
304c77f639238fc5,"SO WHAT HE WAS A PAKI MAN , A FUCKING NIGGER, THEY ARE INFERIOR TO US WHITES",1,0,1,0,1,1,"D'ACCORD, IL ÉTAIT UN PAKISTANAIS, UN PUTAIN de NÈGRE, ILS SONT INFÉRIEURS À NOUS, LES BLANCS."
6c3ad773ef88ff62,"HEY FCUK YOU 

hey I just want to say i hate you but you are deleting the ENTHEOZOO pharmacognosy.,",1,1,1,0,1,0,"EH, VA TE FAIRE FOUTRE

Je veux juste dire que je te déteste, mais tu es en train de supprimer la pharmacognosie de l'ENTHEOZOO."
dd971e65a617c67e,"Stop being a shithead, or I will rip off your head and piss down your esophagus, mother fucker. We Came In?",1,1,1,1,1,0,"Arrête d'être un connard, ou je vais te tirer la tête et pisser dans ton œsophage, espèce de bâtard. On est bien arrivés ?"
d7a7b14b6ebc309b,"Quit Disrespecting Pagans 

Go back to your Fucking KKK meeting.",1,0,1,0,1,0,"Arrête de manquer de respect aux païens. 

Retourne à ta putain de réunion du KKK."
0207005a6576eafc,"Here's an idea 

Go fuck yourself, cumshitter.",1,1,1,0,1,0,"Voici une idée

Va te faire foutre, merdeux."
038947bbf889cb2a,"Fuck you both, I'm not interested in what either of you think. ,",1,0,1,0,1,0,"Je vous emmerde tous les deux, je me fous de ce que vous pensez l'un et l'autre."
870b32770738ee23,"== YOU ARE THE GAYEST KID IN THE FUCKING WORLD.
 ==''']]www.gay.comyour super super super gay.",1,0,1,0,1,1,TU ES LE GOSSE LE PLUS Pédé DU MONDE PUTAIN. TU ES TELLEMENT TELLEMENT TELLEMENT Pédé.
2cf527607fede8ab,"You are the troll, anti-Semite. 

All anti-Semites should die.",1,0,0,1,0,0,"Tu es le troll, antisémite. 

Tous les antisémites devraient mourir."
5e0655c329eb7816,"Fuck You 

Fuck You. Get a vinyl and put in your mama ass your scrotal dj",1,1,1,0,1,0,"Va te faire foutre. Prends un vinyle et mets-le dans le cul de ta mère, espèce de DJ à couilles."
7a9d7fbfc7d11f9c,"RICK THE DICK CHECK OUT THE COMMONS PAGE YOU DUMB FUCK-I HAVE BEEN PUTTING SHIT GIRL EVERYWHERE
tootles",1,1,1,0,1,0,"RICK LE BÊTE, REGARDE LA PAGE DES COMMUNAUTÉS, ESPÈCE D'IMBÉCILE - J'AI MIS DES CONNERIES PARTOUT, MA FILLE.  
À plus."
cb3f87342c6bc82d,"being a pompus Arab hater, but",1,0,0,0,0,1,"étant un arabe haineux et pompeux, mais"
a8e7c990c732092d,What? Meghan trainor looks and weighs the same as a fully grown bull 😂😂😂,1,0,0,0,0,0,Quoi ? Meghan Trainor a l'air et pèse autant qu'un taureau adulte 😂😂😂
566464fd1a7e2ef5,"My cock 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.248.73.184",1,1,1,0,0,0,"Mon bite

VOUS AVEZ ENCORE ÉCHOUÉ À ME BLOQUER WIKIPÉDIENS !!

HA HA !!

Pour un beau gros pénis juteux et sucré,  
mon numéro est le 248-678-9807

Au revoir les amants."
039296aa294ee10b,"SHUT UP, YOU FAT POOP, OR I WILL KICK YOUR ASS!!!",1,1,1,1,1,1,"Tais-toi, gros tas de merde, ou je vais te foutre une raclée !!!"
e57eaed440919bc3,"MuZemike 

also MuZemike is a dirty little faggot queer too.  His name makes him appear to be a nigger too.  What a douche, right?",1,1,1,0,1,1,"MuZemike 

c'est aussi un sale petit pédé queer. Son nom le fait aussi apparaître comme un nègre. Quel abruti, hein ?"
5952dfe9753d7ff5,"Troll? Like one of those little furry-haired things? Anyway, saw your sandbox. Anyone ever tell you look like Harry Potter.69.243.42.251",1,0,0,0,0,0,"Troll ? Comme ces petites choses poilues ? Quoi qu'il en soit, j'ai vu ton bac à sable. On t'a déjà dit que tu ressemblais à Harry Potter ?"
8699969779f9daad,"Random person: Watch out, if you think this vandalism is bad, look at your house in about 2 hours, fatboy.",1,0,0,0,1,0,"Personne aléatoire : Fais gaffe, si tu crois que ce vandalisme est mauvais, regarde ta maison dans environ 2 heures, gros porc."
eac84ebd5a2b6393,"FUCK U DIRTY INDIAN 

I HATE INDIANS...YOU GUYS OUR SLAVES IN DUBAI!!!",1,0,1,0,1,1,"VA TE FAIRE FOUTRE, SALES INDIENS

JE DÉTESTE LES INDIENS... VOUS ÊTES NOS ESCLAVES À DUBAÏ !!!"
38553a026cc3599f,"Second level warning my arse, you American cunt",1,0,1,0,1,1,"Deuxième niveau d'avertissement, mon cul, espèce de pute américaine."
ec31b11dade69af2,"Check this out dumb Mexican:
http://www.ripoffreport.com/reports/ripoff193659.htm",0,0,0,0,1,1,"Regarde ça, espèce de Mexicain idiot :"
d73ea74a74274e3e,U R A FUCKIN MUSLIM ARENT U?,1,0,1,0,1,1,"T'es un putain de musulman, pas vrai ?"
8c8e78d83e063a7d,"RFC
you may want to check out this RFC
http://en.wikipedia.org/wiki/Talk:Armenia",0,0,0,0,0,0,"RFC  
tu devrais jeter un œil à ce RFC"
fc4ccc6e20f43f58,"I've reverted most of the edits, although I don't find any problems with A580666's edit to [[Chinese Singaporean]]. GotR Talk",0,0,0,0,0,0,"J'ai annulé la plupart des modifications, même si je ne trouve aucun problème avec la modification d'A580666 sur [[Chinois de Singapour]]. GotR Discussion"
e24a6d172c1b69a5,"Poision Ivy 

You got poison ivy on your penis mother fuycker, biatch!!!!",1,1,1,0,1,0,"Lierre vénéneux

T'as du lierre vénéneux sur le pénis, enfoiré, salope !!!!"
d12f0f5ac4e62f36,fuck you ashol long live malusia,1,1,1,0,1,0,"Va te faire foutre, trou du cul, vive Malusia !"
f036e1e0139fc31e,"That's fucken offensive, you scumbag, wishing someone my age another year of voyeurism in a violent world!. . . .",1,1,1,0,1,0,"C'est vraiment offensant, espèce de sale type, souhaiter à quelqu'un de mon âge une autre année de voyeurisme dans un monde violent !"
99a7201c3d5ef8e9,"FUCK YOU UNFAIR ASSHOLE
YOU DONT EVEN CARE FOR FAIRNESS JUST 
BEING A FUCKING DRONE  ASSHOLE
\",1,1,1,0,1,0,"VA TE FAIRE FOUTRE, ENFOIRÉ INJUSTE.  
TU T'EN FOUS TOTALMENT DE LA JUSTICE, TU N'ES QU'UN PUTAIN DE DRONE, ENFOIRÉ."
3882f2be8e369eeb,YOU CANT STOP ME!! ILL COME BACK TOMOROW AND I KNOW YOU WONT BAN ME FOR MORE THAN A DAY!!!!! FUCK YOU WIKIPEDIA!!!!!!!,1,1,1,0,0,0,TU NE PEUX PAS M'ARRETER !! JE RE VIENDRAI DEMAIN ET JE SAIS QUE TU NE ME BANNIRAS PAS PLUS D'UN JOUR !!!!! VA TE FAIRE FOUTRE WIKIPEDIA !!!!!!
98fa937f5f8acde2,Dont fuck with wikipedia admins you filthy jew  (tlk) (cntrbtns),1,1,1,0,1,1,"Je ne veux pas avoir de problèmes avec les admins de Wikipedia, espèce de sale juif."
7536cd5381c458f8,fuck off you monkey cock sucker,1,1,1,0,1,0,"va te faire foutre, espèce de suceur de queue de singe"
5ab54fea74a0d83e,"""

 A barnstar for you! 

  The Photographer's Barnstar you can suck it   """,1,0,1,0,1,0,"Une étoile de grange pour toi !

L'étoile de grange du photographe, tu peux te la mettre où je pense."
a992031748c0cd44,You're both a couple of assholes. -,1,0,1,0,1,0,Vous êtes tous les deux des connards.
b721b8460a74e1c5,"queer 

wow ur so fucking gay u should go die",1,0,1,1,1,1,"putain t'es tellement p*dé, tu devrais aller te foutre en l'air."
5125ff19698165c6,"""

""""I think we should kill all the jews and homosexuals and handicaped people."""", (said Adolf Hitler).""",1,0,0,1,1,1,"« Je pense qu'on devrait tuer tous les juifs, les homosexuels et les handicapés », a dit Adolf Hitler."
b45b42c0c8ff6806,I am going to kill you. I am going to murder you.,1,1,0,1,0,0,Je vais te tuer. Je vais te massacrer.
d4390b0693f013f0,"""

And those sources are not sufficiently reliable for an accusation that amounts to """"Eichenwald is a pedophile.""""  """,1,0,0,0,0,0,"Et ces sources ne sont pas suffisamment fiables pour une accusation qui s'apparente à """"Eichenwald est un pédophile."""""
c71619bc044723d8,"""in this system, and """"welcomed"""", like a drug addict getting another hit """,0,0,0,0,0,0,"""dans ce système, et """"accueilli"""", comme un toxicomane qui reçoit une autre dose"""
c92cad06a82758b7,"Just when we thought it couldn't get any messier, Volkova, Feygin and Polozov are suing Kommersant newspaper and Irina Khrunova for defamation. http://lenta.ru/news/2013/01/21/isk/",0,0,0,0,0,0,"Juste au moment où nous pensions que c'était déjà assez bordélique, Volkova, Feygin et Polozov attaquent le journal Kommersant et Irina Khrunova en diffamation."
affed1e1e5831082,"The 800 Club|800]] 04:25, 26 February 2007",0,0,0,0,0,0,"Le Club des 800 | 800]] 04:25, 26 février 2007"
eab35a94edfe8946,Remeber rahmatul lil alameen? You Sunni monkeys should remember this! Stop persecuting Ahmadis you terrorists!,1,1,0,0,1,1,"Souvenez-vous de rahmatul lil alameen ? Vous, les singes sunnites, devriez vous en souvenir ! Arrêtez de persécuter les Ahmadis, bande de terroristes !"
a06e612927ba4d3d,Why is my shit getting reverted get off my dick.,1,1,1,0,0,0,Pourquoi est-ce que mes conneries se font annuler ? Dégage de mon dos.
ae381ee72f42819f,"Why did you stop my edit 

You fukin gay prick",1,1,1,0,1,0,"Pourquoi tu as arrêté ma modification, espèce de connard de pédé ?"
c8ab9b7c0c2f2550,"Oh bitch, just butt in why don't you...",1,0,1,0,1,0,"Oh salope, viens juste te mêler de ça, pourquoi pas..."
909b3bec738614f9,"Please, could you explain your thinking for your warnings on my page? Thank you.",0,0,0,0,0,0,"S'il te plaît, pourrais-tu expliquer tes réflexions sur tes avertissements sur ma page ? Merci."
06611b9bcca6dfd3,"Go kill yourself 

You should be ashamed of yourself. Twoofers like you are scumbags that deserve to die. You anti-scientific assholes are destroying America.",1,0,1,1,1,0,"Va te foutre en l'air. 

Tu devrais avoir honte de toi. Des deuxfleurs comme toi sont des vermines qui méritent de crever. Vous, les trous du cul anti-scientifiques, êtes en train de détruire l'Amérique."
b7edbedf27b85bbb,"Message 

SUCK MY BIG FAT JUICY COCK !!!!!!!!!",1,1,1,0,1,0,SUCE MA GROSSE ET JUTEUSE QUEUE !!!!!!!!
032837e6ed8bb003,"Asian chicks 

I love to fuck asain girls",1,0,1,0,1,1,"Filles asiatiques

J'adore baiser des asiatiques."
b08ea840c247c043,"Listen up 

Ill attack you if i bloody want to!",1,0,0,1,0,0,"Écoute bien 

Je t'attaquerai si j'en ai envie !"
10944d690e9892cc,jam your message up your arse wikipedia dickhead,1,1,1,0,1,0,"fourre ton message dans ton cul, espèce de con de Wikipédia."
0131902723bce44d,But before I block you I just wanna say that I am a huge pussy and loved to get fucked in my ass.,1,0,1,0,0,0,"Mais avant de te bloquer, je veux juste dire que je suis une énorme pédale et que j'adore me faire baiser dans le cul."
1db70396858d5da0,"wtf 

fuck this shit why the fuck wuld sum pussy liccking site be fucking offline? FUCK! 192.43.227.18",1,1,1,0,0,0,"putain de merde 

pourquoi le putain de site de tarés qui sucent des bites est-il en panne ? MERDE ! 192.43.227.18"
e42607741bd5800c,Oh of fuck you asshole die im going to kill you  96.244.254.20,1,1,1,1,1,0,"Oh putain, va te faire foutre, espèce de connard, je vais te tuer."
52b9380ad45d956f,king of the world and we will eat a dick,1,0,1,0,0,0,roi du monde et nous allons manger une bite
3b244c81a3bdad92,burtalbert you fucking suck dick u king asshole,1,1,1,0,1,0,"burtalbert, tu suces vraiment la bite, espèce de roi des cons."
710374fca6dfd801,"You are a fucking Nazi... 

Everything I wrote on my page was well written and factual.  You are obviously a racist Nazi Jew.",1,1,1,0,1,1,"Tu es un putain de nazi... 

Tout ce que j'ai écrit sur ma page était bien rédigé et factuel. Tu es manifestement un juif nazi raciste."
f69a0d56ea0d6bd1,"""Fuck You==
hey fuck you, who the fuck checks """"Phnom Nam Lyr Wildlife Sanctuary"""" for vandalism. Get a fucking life you turd bag

==""",1,0,1,0,1,0,"Va te faire foutre, qui s'avise de vérifier le ""Sanctuaire de la faune de Phnom Nam Lyr"" pour du vandalisme ? Trouve-toi une putain de vie, espèce de sac à merde."
24973be1304921bb,"QuackGuru, we are already over that pseudohistorical revisionism. You know it better than I do.",0,0,0,0,0,0,"QuackGuru, on a déjà dépassé ce révisionnisme pseudohistorique. Tu le sais mieux que moi."
52ce17deb400d628,"limited time 

i know who you are heathen. i know what you do.  i will finish you.",0,0,0,1,0,0,"temps limité

je sais qui tu es, païen. je sais ce que tu fais. je vais te terminer."
3574c6d0c527fe8a,""" Go fuck yourselves and hope you never try to """"edit"""" me in real life.""",1,0,1,0,1,0,"""Allez vous faire foutre et espérez ne jamais essayer de me ''modifier'' dans la vraie vie."""
49e8057616e5f170,"====
Link to a source where this image is released as GFDL? The link given says nothing about copyright status of the logo",0,0,0,0,0,0,Lien vers une source où cette image est publiée sous GFDL ? Le lien donné ne dit rien sur le statut de copyright du logo.
f3ff7d380d6ba49f,"you just wait 

your death is near",1,0,0,1,0,0,"tu n'as qu'à attendre

ta mort est proche"
e43f5fa7023735d7,"Hey moron, I could easily log out and make edits with another username, and oh 72 hours I'm scared. Moron.",1,0,1,0,1,0,"Hé, abruti, je pourrais facilement me déconnecter et faire des modifications avec un autre pseudo, et oh, 72 heures, j'ai peur. Abruti."
1372d17cf46a1fa2,"help

Why does this Twigboy idiot keep vandalizing this page? Thank you. 71.72.172.177",1,0,1,0,1,0,Pourquoi ce débile de Twigboy continue de vandaliser cette page ? Merci.
4b3e192dbda2c4c9,"I am going to shove a pineapple up your ass. 

You'll fucking need major surgery to pull that shit out!",1,0,1,1,1,0,"Je vais te foutre un ananas dans le cul. 

Tu vas vraiment avoir besoin d'une grosse opération pour sortir cette merde !"
d560f1c85d38da4d,"Wiki Nazi

don't tell me to 'stay cool' you are an asshole.",1,0,1,0,1,1,"Wiki nazi

Ne me dis pas de 'rester calme', espèce de connard."
f5981a5cf84d83e1,"but nigga 

You gay nigga it's my userpage thing. fuck whites . nigga ass  Ǔ",1,0,1,0,1,1,"mais nègre 

T'es un nègre gay, c'est ma page utilisateur. Fuck les blancs. Nègre de merde."
731278282a50e29a,"i am not a vandal... 

...you ignorant narrow-eyed creature.",1,0,0,0,1,0,"Je ne suis pas un vandale...

...toit créature étroite d'esprit et ignare."
bcf800f3d696d0e1,"On wikitravel you can also see what is correct. That Scandinavia are Den, Nor and Swe. http://wikitravel.org/en/Scandinavia Comanche cph",0,0,0,0,0,0,"Sur wikitravel, tu peux aussi voir ce qui est correct. Que la Scandinavie c'est le Danemark, la Norvège et la Suède."
76d7c46dbab91916,"Another diacritics proposal... 

...is at Wikipedia:Use diacritics.",0,0,0,0,0,0,"Une autre proposition de diacritiques... 

...se trouve sur Wikipédia : Utiliser des diacritiques."
aa1046cda3637efe,"I KNOW IT'S ENGLAND BECAUSE IT SAYS UTC 

IN FACT I'LL BLOW UP UK AND IRELAND!",0,0,0,1,0,0,"JE SAIS QUE C'EST L'ANGLETERRE PARCE QUE C'EST MARQUÉ UTC

EN FAIT, JE VAIS FAIRE SAUTER LE ROYAUME-UNI ET L'IRLANDE !"
4fbe2d3e771d2ea5,"Okay, done. What do you think?  hab",0,0,0,0,0,0,"D'accord, c'est fait. Tu en penses quoi ?"
be9b52ae22899c2d,"I WILL KILL YOU YOU FUCKING TWAT, I WILL SHOVE A KNIFE THROUGH YOUR HEART!

Bold text",1,1,1,1,1,0,"JE VAIS TE TUER, SALE CON, JE VAIS TE PLANTER UN COUTEAU DANS LE CŒUR !"
0b401ca5cefe355b,Power hungry assholes are annoying. Not pointing fingers...just a statement of fact.,1,0,1,0,0,0,Les connards assoiffés de pouvoir sont agaçants. Pas de doigts pointés... juste une constatation.
b2170c0dabfdb1ea,"I'm gonna beat you to a bloody pulp then shoot you, execution-style. 

I'm gonna beat you to a bloody pulp then shoot you, execution-style.",1,0,0,1,0,0,"Je vais te tabasser jusqu'à ce que tu sois en bouillie et ensuite je vais te tirer dessus, style exécution."
ff280a4ab37946fb,"Ass rape 

Are you in an ass raping relationship with Splash15hotel? Fag semen and whore feces will eventually choke you!!!!",1,0,1,0,1,0,"Viol de cul

Es-tu dans une relation de viol de cul avec Splash15hotel ? Du sperme de pédé et des excréments de pute vont finalement t'étouffer !!!!"
6f0dd694ce97003b,Ordinary but slightly stupider than ordinary people ) hence the stupid article full of stupid false info and propaganda.,1,0,0,0,1,0,"Ordinaire mais légèrement plus stupide que les gens ordinaires, d'où l'article débile plein de fausses informations et de propagande stupide."
1b3aa6023f24699d,"? 

Where are you polish PEDERAST?  

 YOU ARE POLISH PEDERAST COCKSUCKER 

You are slave PEDERAST COCKSUCKER.",1,0,1,0,1,1,"Où es-tu, pédéraste polonais ?  

TU ES UN SUCEUR DE QUEUE PÉDÉRASTE POLONAIS.  

Tu es un SUCEUR DE QUEUE PÉDÉRASTE ESCLAVE."
880d3d608f37bee3,"RFCU 

FYI, I have opened Wikipedia:Requests_for_checkuser/Case/Betacommand. '''''' talk",0,0,0,0,0,0,"RFCU 

Pour info, j'ai ouvert Wikipedia:Requests_for_checkuser/Case/Betacommand. '''''' discussion"
7e19d8fcebfa82d7,"whats your problem???
Will you please stop harassing me? You are constantly attacking me and this is becoming extremely annoying!",1,0,0,0,0,0,Quel est ton problème ??? Peux-tu s'il te plaît arrêter de me harceler ? Tu m'attaques constamment et ça devient extrêmement agaçant !
d4d55d33d80d2b2a,EUROVISION IS GAY CUZ OF OLD SHIT EADTERN BLOCK COUNTRIES Y DPNT THEY FUCK OFF,1,1,1,0,1,1,"L'EUROVISION, C'EST DES PD À CAUSE DES VIEILLES CONNERIES DES PAYS DE L'EST, ALORS POURQUOI ILS SE CASSENT PAS !"
082dbb113b6db6ab,"mothafucka! 

You son of a bitch, shup up!

otherwise I will kill you!",1,0,1,1,1,0,"sac à merde !

Fils de pute, ferme-la !

Sinon, je vais te tuer !"
6d90593aa1c2157e,Lol I remember U-Manga that shit was funny. But seriously Orton isn't Orn and Vickie is one of the worst things about wrestling.,1,0,1,0,0,0,"Mdr, je me rappelle de U-Manga, c'était trop drôle. Mais sérieusement, Orton n'est pas Orn et Vickie est une des pires choses dans le catch."
9a9114fba009e4ff,"Japanese Bastard 

Fuck off you evil race.",1,0,1,0,1,1,"Bâtard japonais

Va te faire foutre, espèce de race maléfique."
b9bea6ef4f852a73,"""

 A barnstar for you! 

  The Real Life Barnstar gay gay gay    """,1,0,0,0,1,1,"Une étoile de barnyard pour toi ! 

La vraie étoile de barnyard, gay gay gay"
3018afbede3e953e,"J DELANOY fucks little boys in the asshole with his small pecker, he also gives blumpkins to old men",1,1,1,0,1,0,"J DELANOY baise des petits garçons dans le cul avec son petit bite, il fait aussi des blumpkins à des vieux."
bf5aae5b17fb0b77,because I am a huge faggot,1,0,1,0,1,1,parce que je suis un énorme pédé
37854e90918c9d78,"Gay! 
Your page looks like a MySpace profile.
Like srsly, super serial, like. Knock it off.
Soooo gay.",1,0,0,0,0,1,"T'es vraiment un pd ! 
Ta page ressemble à un profil MySpace. 
Sérieusement, super sérieux, comme. Arrête ça. 
Trop pd."
c575b7a3cf014916,"who the mother/fuc/king ch/rist do you think you are.

don't you dare touch my fuckign edits again you f/ucki/ing PR/ICK",1,1,1,0,1,0,"Qui diable tu te crois ? 

N'ose pas toucher à mes putains d'éditions encore une fois, espèce de connard."
58fd7f9a50c89588,"Splash15hotel, ur a fucking faggot, dude. Get a life!",1,1,1,0,1,1,"Splash15hotel, t'es un putain de pédé, mec. Trouve-toi une vie !"
c0a059b9b614862e,Why hasn't Alitalia been removed rom the alliance due to its piss-poor customer service? - Sentiments of nummerous FlyerTalkers,1,0,0,0,0,0,Pourquoi Alitalia n'a-t-elle pas été retirée de l'alliance à cause de son service client complètement nul ? - Sentiments de nombreux FlyerTalkers.
b1caf669666bf4bb,"Heil Hitler
White Power
God Is A Bitch
Pussy=Tasty",1,1,1,0,1,0,"Heil Hitler  
Pouvoir blanc  
Dieu est une chienne  
Chaud = Savoureux"
c6395c96e9e1b1da,"go fuck yourself, how is this unconstructive you annoying cunt",1,0,1,0,1,0,"Va te faire foutre, en quoi c'est déconstructif, espèce de salope agaçante ?"
99f0c16b3ce77fab,"""

You started the insult with your """"bullshit"""" quirk in transformer article. Go home and sleep.   """,1,0,1,0,1,0,"""Tu as commencé l'insulte avec ton """"truc de merde"""" dans l'article sur les transformateurs. Rentres chez toi et dors."""
b1caf669666bf4bb,"Heil Hitler
White Power
God Is A Bitch
Pussy=Tasty",1,1,1,0,1,0,"Heil Hitler  
Pouvoir blanc  
Dieu est une chienne  
Chaud = Savoureux"
afae3e1d19ab210b,"Accept what
Accept what, you putting your dick up someones ass.",1,1,1,0,1,0,"Accepte quoi, tu mets ta bite dans le cul de quelqu'un."
68d363c004c90136,and  are two homosexuals who worship the penis of Jesus and believe that he was the greatest bastard in the world.,1,0,1,0,1,1,et sont deux homosexuels qui vénèrent le pénis de Jésus et croient qu'il était le plus grand salaud du monde.
